Genes,1_24h_inf,1_2d_inf,1_3h_inf,1_3h_un,2_24h_inf,2_2d_inf,2_3h_inf,2_3h_un,3_24h_inf,3_3h_inf,3_3h_un
RASL11A,92,87,108,41,289,387,48,235,140,162,444
SNHG17,567,312,534,306,1299,1947,604,489,1208,778,1791
FAM177A1,1534,938,1311,833,2831,4077,1155,2023,2585,2556,5107
PADI6,0,0,0,0,0,0,0,0,1,0,1
SLC25A5P7,0,0,0,0,0,0,0,0,1,0,1
KRT8P37,0,0,0,0,0,0,0,0,1,0,1
GARS1P1,0,0,0,0,0,0,0,0,1,0,1
AC099066.3,1,0,0,0,0,0,0,0,0,0,1
IL18RAP,1,0,0,0,0,0,0,0,0,0,1
TGM7,1,0,0,0,0,0,0,0,0,0,1
ADAMTSL3,1,0,0,0,0,0,0,0,0,0,1
LRRC37A9P,1,0,0,0,0,0,0,0,0,0,1
NUTF2P4,0,0,0,0,0,0,0,0,1,1,1
LINC02148,0,0,0,0,0,2,0,0,1,0,1
MKRN4P,1,0,0,0,0,4,0,0,0,0,1
AC100858.1,1,0,0,0,0,1,0,0,0,1,1
GNAI2P1,0,0,0,0,0,1,0,0,1,1,1
NLRP13,0,0,0,0,0,0,0,2,1,0,1
AC104850.1,0,0,0,0,0,7,0,0,1,0,1
AC104472.5,1,0,0,0,0,8,0,0,0,0,1
EIF3FP1,0,1,0,0,0,0,0,1,1,0,1
SBK2,1,1,0,0,0,4,0,0,0,0,1
AK6P1,0,1,0,0,0,1,0,0,1,1,1
AC080079.1,0,0,0,0,0,5,0,0,1,2,1
RPL4P2,0,0,0,0,0,0,0,1,1,2,1
LILRP1,1,0,0,0,0,1,0,0,0,6,1
PCDHGA3,1,0,0,0,0,0,0,3,0,1,1
AC013355.1,0,2,0,0,0,2,0,1,1,0,1
LSM3P5,0,0,0,0,0,0,0,0,1,14,1
NFE2L3P1,1,0,0,0,0,3,0,0,0,0,1
AL132775.1,5,6,6,0,4,7,0,20,0,0,0
MMP9,226007,123542,302851,82569,296225,562161,103635,126081,279745,87223,175442
NOP56,5654,3272,5676,2533,10074,14839,3888,7710,9655,7781,16752
AP000866.2,10,0,32,10,32,16,0,0,32,36,28
PANX3,3,0,0,0,0,8,1,0,0,4,6
RPL37AP1,277,184,261,229,623,553,279,752,620,358,1010
PIGU,1534,659,2108,804,3194,2529,1214,1776,2878,1232,2634
OTUB2,33,54,146,37,204,377,10,23,136,50,101
ATP5F1AP3,9,2,7,4,10,23,4,10,10,6,23
AC211476.2,8,6,3,10,30,22,0,0,4,6,74
ALDH4A1,1313,691,1327,937,1949,2347,896,2178,1837,992,2307
TTC4,43,11,0,47,72,130,50,58,69,55,193
SLC27A5,287,143,271,263,573,583,217,643,343,168,592
NPM1P18,1,0,1,5,14,24,1,0,8,1,35
ANXA2P3,0,4,0,0,0,0,0,1,1,2,1
CLYBL,434,234,534,188,910,949,283,613,703,404,1083
AC245140.1,0,0,6,12,20,7,0,0,16,20,44
CNIH2,0,0,0,0,18,6,0,0,6,4,43
MRPL21,2384,1319,2687,1539,3884,4861,1757,3457,4928,2596,6650
KIAA1755,1,4,0,0,0,6,0,1,0,0,1
TRIM50,19,32,0,4,0,35,0,26,4,0,81
RBP5,0,0,0,0,3,0,0,0,0,0,4
AC040162.3,36,6,34,2,22,87,2,0,41,29,112
LAT2,9965,6338,10368,4737,15725,30099,6558,10234,14042,6911,19266
Z97832.2,91,24,24,83,181,119,64,64,71,159,386
ZDHHC9,389,279,426,225,1221,1989,332,405,708,576,1662
NRCAM,30,23,55,3,36,82,1,3,52,12,55
AL133467.1,18,4,40,19,30,12,0,22,48,24,59
NEK5,26,16,37,0,49,89,27,1,68,44,50
ZPR1,2054,1208,2047,736,3793,6155,1552,2292,3375,2876,5423
DNPH1,3030,1287,2695,1762,4028,3993,2288,4316,4557,2202,5842
LINC02029,6,0,0,0,0,6,0,10,0,10,22
ZNF704,557,537,402,710,2754,3962,729,1208,790,1004,3112
WDR83,289,121,303,200,587,855,281,352,455,154,431
LMBR1L,1699,1041,1759,1486,4900,7775,1540,3601,2358,1452,4776
AC009137.2,4,0,0,4,4,12,0,16,8,13,38
GNG11,111,51,13,37,106,68,78,70,126,116,449
TMSB4XP1,16,14,7,13,17,14,10,9,24,19,63
SRP54-AS1,106,82,94,36,120,231,60,62,125,65,195
CKAP2L,34,79,42,0,89,104,27,20,38,53,52
AC008972.2,166,74,87,63,99,123,75,79,94,63,271
GRN,116097,68589,110185,61894,275149,470099,108465,196942,170150,110146,276963
AL669818.1,0,0,2,1,2,8,0,0,8,15,13
DLG2,8,12,0,0,104,125,38,5,17,24,52
NALCN,0,0,0,2,0,4,0,1,1,2,1
FAM114A1,636,271,633,513,1457,1921,563,793,1162,1007,2027
LINC01273,0,2,0,2,4,6,4,0,16,0,24
TIE1,447,162,407,262,777,1401,256,437,497,451,1134
GPX4,26991,14459,25102,13443,42716,66753,23820,41723,48960,23957,61336
SRSF6,5021,2902,3448,2377,7279,9049,2797,4630,7966,9966,21321
SMARCE1,172,98,171,115,340,305,61,176,209,244,668
KMT2D,1352,677,1844,2076,4542,7734,1534,1135,2800,1911,3564
AC090469.1,2,4,0,2,0,6,0,13,10,10,29
OLIG2,16,14,30,16,38,95,30,14,116,100,119
AC005332.4,212,58,61,146,411,572,168,335,214,198,889
AC005086.2,0,0,0,4,3,4,0,0,0,6,4
ARL4C,2309,1082,1277,2038,7366,12066,2352,5535,3547,4682,12070
AC009019.1,0,0,0,0,4,14,0,22,0,0,6
RUNDC3B,0,0,2,12,2,8,0,0,2,0,0
RPL35AP19,0,0,0,1,3,0,1,3,0,3,1
TM4SF1,20,4,30,45,59,6,0,169,65,144,198
TRABD,584,371,782,391,1356,3353,483,717,1240,526,1618
TOMM40,2250,971,2138,1332,2376,5037,1471,2901,3601,2144,4503
SMPD2,1221,529,1334,554,2827,3699,1333,1263,2368,1106,2488
COX19,860,579,1282,653,2261,2381,716,1300,1843,1032,2265
RRBP1,11337,6118,12144,7765,22278,38165,8145,13496,17658,11224,28854
TPI1P3,0,0,2,4,0,0,0,0,4,0,1
AC005229.4,50,29,0,38,122,70,50,53,82,53,336
DENND1A,1171,535,2019,623,2471,5008,386,1168,1644,662,1823
AC027097.2,284,135,313,138,360,433,211,207,530,184,538
DHRS1,1014,591,718,607,1663,1677,622,1459,1250,982,3404
FARP2,433,261,453,212,950,1675,325,360,701,565,1322
CBFA2T3,39,32,51,32,112,188,13,125,27,50,115
MTRF1L,392,218,423,171,515,822,266,452,697,331,857
KIAA1841,465,188,531,403,1230,1308,452,878,919,417,1449
LINC02227,0,4,0,0,4,0,7,0,12,0,0
ARRB2,20406,12651,16560,11664,33581,51366,14088,26286,27164,20355,56472
URB1,271,119,353,141,556,780,173,202,476,379,705
AC106886.5,62,29,12,42,43,33,37,159,23,54,126
CYB561D1,950,463,907,534,1953,1582,802,1144,1454,1039,2394
RTN4RL1,106,54,45,96,162,300,85,91,118,28,335
KCNIP3,10,22,0,16,54,120,38,41,46,12,48
FGD1,10,16,2,2,19,42,20,0,16,6,1
SDCBP2,16,2,22,14,31,92,22,35,67,4,68
PCED1A,2342,1111,2155,1110,3978,5878,1933,3219,3579,1627,5084
YES1P1,120,44,102,101,332,339,137,82,215,194,398
TRGV6,13,2,0,12,62,36,48,10,46,28,22
NUP188,1402,607,1247,846,2735,4580,1158,1203,2015,1939,3517
TNFRSF1B,22729,11995,28118,14347,60443,97622,21312,37772,37346,19002,47127
CD300C,1165,504,724,702,1790,2322,972,1291,1586,1140,3227
GOLGA3,3009,1480,2739,1731,4930,7724,2484,2626,4426,2554,5972
SCAMP3,3602,1761,4522,1866,6736,10224,2688,5042,6825,2948,8206
SMARCA4,2803,1406,3144,1832,7027,10947,2449,3005,4730,3210,7783
BSG,13744,6793,15870,8842,28702,41914,10911,20018,23063,12670,31928
RPL22P1,6063,3768,5207,3393,12374,11128,5418,8904,10468,7594,19075
LINC01267,2,10,0,0,0,22,0,0,0,4,6
MRPL38,54,19,88,10,106,250,16,4,88,46,135
GTPBP6,1812,918,2146,1285,4005,6346,1560,2458,3203,1470,4133
ZNF865,417,200,544,365,915,1789,386,957,800,282,742
HMGA1,6385,3710,8950,3950,17169,27093,6333,10685,13118,5233,13626
AGGF1P1,2,0,0,0,0,3,0,0,0,0,7
NKX3-2,2,0,0,0,0,4,0,0,0,0,7
ZNF263,1346,846,1092,806,3160,4328,1359,2022,2122,1577,3939
AL050343.2,2,0,0,0,0,12,0,0,0,6,7
AC145343.1,22,22,0,6,49,87,30,0,12,16,45
AC025262.1,22,18,0,9,16,16,18,1,4,2,31
CIB1,4339,2379,4399,2859,8381,12232,3817,6882,7462,3984,10237
CKAP4,2442,1203,3302,1203,3733,4732,1757,2498,5142,1871,4774
PAF1,2806,1600,2426,1445,4295,7467,1969,3488,4136,2713,7498
AL392048.1,0,2,2,14,23,11,0,10,2,10,33
LINC01572,18,8,38,48,82,59,0,40,31,48,115
AC017104.4,4,4,0,0,8,10,0,0,1,0,30
KIF17,288,190,167,159,693,1434,387,340,379,269,505
AC005606.2,20,0,0,10,66,27,40,35,24,30,44
LDHD,131,34,161,29,213,227,70,61,173,46,233
MAN2B2,3135,2204,3688,2000,6958,9538,2195,4569,4845,3202,8298
LINC01909,90,66,50,24,97,263,71,53,104,47,188
AC097448.1,265,248,62,155,379,178,250,175,585,471,1534
GLI3,26,16,0,25,55,154,32,37,21,66,82
CLDN4,14,12,0,38,34,47,0,112,19,8,152
ENTPD1,8984,5309,9368,4971,15405,19911,6718,10474,14065,6554,19739
VRK3,2111,1113,3331,1144,5841,7614,1708,3039,4141,1920,4757
ITGA9,590,349,801,488,1404,2110,189,347,623,467,1710
CNTROB,1449,670,1898,1034,3380,5087,1070,2651,2382,1467,3344
AC245100.4,7,12,46,34,114,76,0,59,17,46,60
MED29,2914,1509,3720,1353,5523,6609,1732,3501,4299,2207,5990
CSTA,893,606,526,408,1470,1939,723,1189,2083,1600,5003
PFN1,56339,20868,67895,27282,63959,63447,31750,51951,95756,42428,101240
ENTPD3-AS1,1004,533,1044,533,1848,1775,847,1662,1639,708,2120
TMED3,5134,2450,6104,2736,7454,9897,3510,5886,8493,3423,8597
SFPQ,7765,4556,6563,2872,9984,14956,5054,5165,12071,12198,21981
LRRC2,0,0,0,0,8,17,0,0,0,0,13
C12orf73,461,216,542,242,746,1169,231,439,646,374,1082
SPAG16,392,288,396,168,693,796,275,500,667,391,1182
LINC02715,69,12,22,25,171,110,127,82,130,59,133
CASC9,93,34,128,17,132,106,6,69,135,49,322
TM9SF1,147,102,123,37,197,217,156,104,272,114,239
CEP164,911,490,1077,657,1832,3585,618,762,1522,855,2489
AC092338.1,0,2,0,0,4,14,0,22,0,0,6
RPP25L,1017,558,1118,620,1509,2240,627,1193,1553,898,2220
ZNF841,258,114,147,183,504,725,157,180,312,630,1168
MPDU1,5916,2711,7246,3368,10425,11202,5010,8407,12534,5642,13852
QARS1,9657,5554,9605,5431,20499,31378,8613,14058,14433,7771,21404
POLQ,80,118,109,54,225,487,28,63,97,26,308
ARPC3,27565,14994,24446,15267,43893,53615,20863,35417,42834,28403,72740
FIBP,3179,1489,3141,2236,5256,6242,2352,4410,5195,2932,8208
RPL4,72575,40602,80845,37606,145015,162326,61387,100409,129941,73686,176955
CBLB,1914,1096,1571,2024,4040,6415,969,1536,2458,2724,8473
DEAF1,807,474,818,655,1705,3156,657,1327,1306,523,2286
ABTB1,2131,1481,3509,1461,6797,12101,1919,3107,3804,1495,3862
C22orf24,0,4,0,11,12,18,17,3,32,0,12
LINC01356,9,22,30,12,23,40,0,0,28,38,12
ZNF395,437,324,648,467,2349,3650,448,1391,631,328,2073
LGALSL,212,163,180,142,986,3486,293,346,384,349,1139
AC004837.2,0,0,0,1,0,12,0,0,4,2,9
NAT8L,290,242,284,282,992,1999,271,840,535,290,1480
PTRHD1,817,522,587,422,874,1178,634,1463,1480,861,2479
RUNX3-AS1,2,0,4,12,19,8,0,0,0,0,22
EIF2B3,2486,1152,2495,1114,3411,3905,1745,2347,3834,1956,5035
AC022150.2,31,14,56,4,146,242,38,0,61,31,82
C3orf35,39,36,26,79,188,435,17,43,88,32,475
C15orf56,22,4,0,0,25,50,30,70,35,28,61
TEPSIN,476,294,519,410,1083,1706,339,766,599,387,1167
UBE2G2,3990,1964,3857,1797,6000,7163,2770,4430,5979,4006,9375
KITLG,152,106,120,72,323,244,69,94,208,526,767
JMJD4,310,134,268,196,425,563,213,381,376,262,602
VARS1,2716,1023,2710,1463,4201,6317,1700,2538,3550,2212,5911
TRMT1,1662,732,1508,740,2283,3231,1349,2110,2597,1485,3243
AL031846.2,14,16,34,6,48,86,0,38,18,0,32
HSD11B1L,73,85,125,64,275,179,79,117,148,28,167
OAS2,1324,605,1276,718,2011,2839,830,651,1565,939,2620
CARNS1,23,6,12,14,32,39,12,56,49,41,144
FRMD6-AS1,4,0,0,4,8,0,0,0,2,0,33
MEIS3P1,16,10,23,8,54,112,0,0,4,15,63
AC025449.1,33,36,28,14,42,60,2,16,37,60,153
HRAT92,25,29,22,49,92,150,45,30,38,12,27
MYBPC3,125,65,246,78,316,288,130,93,333,126,103
TMEM150A,1306,582,1049,666,1823,3771,916,2059,1948,1304,3719
MYO1F,9299,5102,9508,5989,18500,41529,7166,12369,12266,6737,19638
TRAF2,1897,841,2611,667,3758,6204,1637,1412,3472,1502,2501
RABL3,1249,480,1072,497,1492,1593,680,1272,1701,1583,3447
OGG1,752,393,530,308,847,1642,300,719,698,654,2253
FHL1,141,97,97,77,498,473,126,100,166,273,731
CHRDL2,28,14,0,14,38,41,46,2,42,16,44
MAPK8IP3,560,379,600,579,1508,2756,583,717,999,708,1603
DDX54,1283,686,1823,678,3104,4710,873,1439,2172,1419,3172
IFT43,530,282,769,321,1142,1374,323,731,1004,663,1460
ZNF446,96,90,169,37,276,439,42,91,125,119,203
LINC02223,2,2,0,0,10,20,0,16,4,23,32
AC021269.3,0,0,0,0,0,6,0,0,6,0,14
ZDBF2,24,37,24,59,281,529,77,7,119,182,359
COQ10A,230,292,214,124,373,687,257,227,533,138,593
EYA2,1290,777,909,650,1402,2866,607,924,1475,1076,4000
RHCE,19,0,37,2,30,12,0,0,47,4,78
LINC01554,14,10,30,8,30,28,0,22,18,2,20
PEMT,261,92,253,117,396,474,188,287,438,164,709
AC018695.7,18,16,12,2,84,55,40,0,22,10,15
AC005342.2,0,0,16,23,34,33,0,0,12,0,17
FANCA,114,63,79,82,357,549,146,90,179,173,408
SLC27A1,2641,1725,3772,1823,8040,17661,2415,5399,3906,1395,4708
ZNF783,879,438,1167,401,1989,2563,588,878,1430,823,2231
AL008721.2,67,16,46,69,47,60,44,40,81,70,118
CFLAR,7897,3590,11536,4433,18546,27264,6653,7863,16215,12732,17623
KRT8P12,375,156,458,251,680,596,224,387,410,197,499
PLEKHO2,20870,9332,23931,10556,39862,56967,15219,20189,27767,16277,35398
APCDD1,2,0,0,0,0,20,0,0,4,0,17
AL035071.1,311,216,254,168,294,353,149,620,460,412,979
AP001122.1,0,0,0,0,6,0,1,30,14,0,38
BUD13,969,476,797,598,1804,2195,873,1304,1596,1120,2844
GSDMD,2232,1075,2477,1060,3425,6014,1550,2249,3754,2188,5054
Z73965.1,2,4,0,4,18,53,18,50,21,4,0
GNRH1,90,50,53,112,303,202,112,138,180,142,503
AC068282.1,0,0,0,19,0,4,0,9,24,0,57
ARPC4,15500,6587,17264,9444,22058,23456,9876,18132,23482,11760,30185
SERINC2,280,141,361,222,1566,2464,471,720,513,384,1025
KPTN,213,93,315,145,512,554,221,364,452,120,317
AC231657.1,1,2,0,0,0,8,0,0,8,10,22
SMIM10L1,3242,1781,2621,1381,2986,2083,1766,2996,4199,3134,7732
GTF2F1,4082,2283,4422,2213,6711,11075,2712,5263,6300,4704,9761
TRIP6,497,294,525,270,921,1329,360,517,703,323,1124
GGN,2,0,0,14,0,2,0,28,6,0,20
APOD,47,10,20,19,50,79,21,78,62,56,220
BRI3,28585,18992,32100,15536,50422,62428,26354,45970,53749,19390,54841
CLUH,2265,1152,3046,1263,5061,8984,1995,1977,4115,1684,4087
PRSS53,6,3,22,26,10,54,0,6,28,20,14
FLOT1,6828,4170,6242,3606,9757,21307,5525,9901,11254,6924,15606
DTX1,3228,2142,4763,1470,7591,16354,2425,3520,5205,2630,5147
RRP8,1278,641,1037,631,2360,2938,1272,1675,2043,1302,3039
SERGEF,1274,706,1516,687,2353,3184,934,1554,1759,666,1955
AC074141.1,73,50,169,48,352,406,58,110,184,134,307
DSTYK,710,471,924,561,2489,4461,667,1187,1157,1002,2423
SLC6A12,425,307,297,325,856,2542,405,628,471,277,932
MMP25-AS1,359,112,408,117,502,621,253,270,638,361,767
AL121832.3,51,7,65,12,92,50,22,27,32,24,45
TNKS2-AS1,2,2,0,4,10,2,0,0,12,1,52
SUPT5H,4937,2509,5926,2564,10755,20389,4084,5867,8056,4282,10759
C2CD2L,1689,876,1473,905,2490,3785,1035,1780,1999,1237,4116
SPATA33,278,185,289,109,672,752,260,393,483,242,842
EIF3I,10607,5485,13736,5738,19637,24183,8079,13920,20674,10694,24641
SLC7A5,452,190,831,340,2057,5938,518,335,797,1007,952
AC108676.1,0,2,0,0,17,18,0,0,0,16,28
AC011979.1,16,13,17,7,45,25,17,34,21,14,35
THNSL2,39,24,18,32,123,243,24,83,36,60,243
ZNF335,1102,587,1318,676,2133,3268,857,1168,1798,1194,2283
AL353795.2,2,0,0,0,0,2,0,0,6,0,22
AC007785.3,10,4,0,18,2,33,14,26,16,0,12
AC017083.1,31,15,57,9,167,130,35,39,37,7,75
AC011477.2,0,2,12,4,30,44,14,0,33,11,10
NEIL2,1162,638,1352,488,3434,4995,946,1988,1800,1218,4129
OAZ3,71,34,119,29,80,88,0,82,123,81,200
TRIM36,566,248,576,227,1495,1609,518,332,865,1816,1752
NSDHL,2405,1115,2477,1116,2445,3295,1165,2371,2933,1657,4194
AC068389.3,0,0,0,0,0,0,2,0,4,0,0
MYO1B,121,57,162,79,158,116,52,72,279,260,460
AP002358.1,0,0,0,0,0,0,2,0,4,2,0
GPR39,0,1,0,0,0,1,2,1,4,0,0
MYO19,826,389,573,526,1393,2370,685,813,980,988,2076
RPL22,4327,2129,4150,2069,11661,7451,3429,5470,7572,7735,20003
GGA1,5700,2824,7364,3800,11858,18031,4344,8689,9530,5377,11927
POLR2J2,13,0,28,41,18,52,0,12,46,9,72
AC079209.1,280,206,354,166,370,346,171,331,510,263,583
SERTAD3,1814,811,1731,954,2963,5122,1287,1929,2199,1601,3567
BMS1P4,28,22,2,26,70,29,90,146,131,42,86
GAD1,26,6,94,12,162,265,0,48,44,22,78
UBQLN2,1363,523,1097,668,1963,1633,615,1492,1750,2409,5165
DYNC1H1,7321,3706,12404,6799,20628,34141,5406,6128,12817,6167,13947
AL356356.1,0,0,0,0,3,11,5,0,8,18,0
PRR22,68,30,56,70,49,88,40,95,139,55,244
CCNE2,19,14,46,2,89,129,0,5,14,16,62
MYLK-AS1,25,8,2,7,36,47,26,18,29,13,90
MEPCE,3015,1748,4221,2075,8878,12461,2684,4197,5203,2635,7805
RHCG,26,12,0,8,59,78,36,44,22,61,76
PPFIA4,15,0,32,10,31,83,13,0,48,14,26
ZSWIM7,2357,1197,2712,1422,5176,6107,2173,3969,4281,2158,5828
AC008581.2,2,2,6,26,2,3,0,0,11,0,12
RPS28P4,12,0,14,9,12,7,3,16,10,5,17
AC135048.4,17,16,0,2,22,6,0,0,0,1,104
UBL4A,1963,968,2389,1345,4549,7755,1499,3119,3048,1622,5026
CYP2S1,802,386,1046,356,1570,1369,519,935,1405,924,2129
PRDM16,0,0,0,0,1,14,1,2,3,0,4
AL451165.2,192,75,127,81,392,249,214,244,230,198,364
STK40,7698,3715,13175,3728,24122,36288,7590,8207,15067,7587,12558
CYP20A1,1463,783,2091,873,4544,5710,1357,1824,2905,2068,4698
ANKRD39,247,146,273,148,345,392,249,465,597,191,589
AL133245.1,2,6,3,1,32,1,10,18,0,0,0
AC025442.2,16,4,30,0,22,42,0,0,24,0,30
PDCD11,1603,635,1915,881,3321,4537,1381,1339,2773,1432,3510
MED27,587,300,710,437,990,1222,531,1101,1311,642,1463
LINC01176,242,139,163,206,415,303,223,373,315,136,610
SVOP,0,2,0,0,33,38,10,0,0,0,6
P2RY14,6,0,0,0,0,12,1,0,0,10,18
AL031123.5,89,52,0,125,149,114,108,122,121,128,358
ABHD11,793,319,800,456,1474,1901,468,989,987,631,2258
AL451069.1,25,16,62,13,70,47,0,42,62,10,102
ASH1L-AS1,52,22,90,11,40,94,15,8,144,39,162
LINC02869,0,0,0,0,4,8,0,14,2,0,11
RGL2,1661,1417,2009,1122,4262,9831,1407,2388,2343,1374,3777
IMPDH1P10,1,0,0,6,6,9,3,0,0,8,0
MELTF-AS1,38,42,24,31,84,40,20,83,36,36,174
NSUN5,1108,519,1477,592,2313,3386,854,1831,2068,1156,2698
RBPJ,5783,3302,7102,3527,14263,19307,6087,9162,12057,6734,15181
STK32C,718,394,806,506,1138,1361,522,1296,1350,614,1979
GRK6P1,2,8,1,9,7,5,3,0,1,1,4
AL049775.1,6,0,0,5,2,23,0,0,4,34,35
GHRLOS,77,47,112,41,102,197,35,0,173,158,243
LINC00639,39,28,30,6,102,131,48,0,39,17,56
AC109460.3,25,9,21,1,37,102,10,10,10,6,46
CILP,2,8,3,1,10,26,2,5,0,12,4
AL590867.2,13159,7362,12443,8958,23748,34258,11484,22364,21014,12349,32455
SHOX2,263,171,201,116,471,1074,161,152,425,482,1200
AC138207.8,84,28,55,55,263,214,61,86,110,80,499
RPL23,73380,46289,73962,40781,141962,149644,70029,126740,136136,77551,193427
CAPN2,3210,2150,3296,2616,9489,10578,2394,4499,6120,7684,17645
MIAT,35,47,0,25,143,182,77,73,38,19,89
PLK3,757,370,946,380,1540,2916,797,526,1801,1929,1929
PHBP20,0,0,1,0,2,8,0,2,0,1,0
TCEAL4,4622,2481,2327,1631,3751,4886,2115,3558,5256,6058,17152
NLRP3,520,264,529,459,1039,2172,343,793,879,1010,1983
LPGAT1,1497,1011,1618,745,3813,5770,1173,1513,2415,2449,5482
PPP1R18,12170,6187,15706,4679,19192,34329,8276,7565,20124,15871,20864
SUGT1P3,0,0,0,10,11,3,4,0,10,2,23
NPTXR,28,31,56,2,55,471,0,3,30,16,38
PRKRIP1,1119,616,1190,700,2447,3670,1008,1455,1901,1121,3079
PUF60,4955,2365,4904,2553,7414,10133,4016,6536,7946,4417,10433
SNX8,4700,2928,5808,3060,8921,17189,3757,5597,7880,3803,9207
ANXA11,19117,10532,17661,14438,43682,62644,16832,34100,29184,22651,61193
AC008115.4,2,12,0,14,12,9,12,30,12,6,0
RAI1,57,33,54,96,263,639,71,87,124,150,390
TMEM132A,134,80,259,89,268,450,149,41,443,90,210
DHRS11,959,443,1204,696,2495,2924,608,1795,1331,1182,3101
RASA4B,232,147,481,76,790,1021,201,196,442,128,267
EEF1DP4,0,0,1,0,2,0,0,0,0,0,0
HNRNPA1P25,0,0,1,0,2,0,0,0,0,0,0
UTS2R,0,0,1,0,2,0,0,0,0,0,0
OR7E24,0,0,1,0,2,0,0,0,0,0,0
ESPNP,0,0,0,0,2,0,1,0,0,0,0
SSBP3P2,0,0,0,0,2,0,1,0,0,0,0
CDH12,0,0,0,0,2,0,1,0,0,0,0
CYP3A7,0,0,0,0,2,0,1,0,0,0,0
PPDPFL,0,0,0,0,2,0,1,0,0,0,0
PGPEP1L,0,0,0,0,2,0,1,0,0,0,0
HNF4A,0,0,0,0,2,0,1,0,0,0,0
PTH2,0,0,0,0,2,0,1,0,0,0,0
KCNK1,0,0,0,0,2,2,1,0,0,0,0
OR11A1,0,0,1,0,2,0,0,1,0,0,0
EPYC,0,0,1,0,2,0,0,0,0,1,0
FMR1NB,0,0,0,0,2,4,1,0,0,0,0
IGKV3-11,0,0,1,0,2,0,0,2,0,0,0
PHACTR3,0,0,1,0,2,0,0,1,0,1,0
HRH4,0,0,1,0,2,12,0,0,0,6,0
KRT8P15,0,0,0,10,2,0,1,0,0,0,0
CFAP65,0,0,0,0,2,0,1,5,0,2,0
MYH7,0,6,0,0,2,0,1,4,0,0,0
DTYMK,1269,587,1088,707,1346,1743,1019,1460,1994,930,2443
MAGI2,54,18,2,14,154,238,90,5,116,36,302
RGMB-AS1,24,0,18,0,8,18,2,28,22,20,75
AC114744.1,22,10,22,0,2,24,0,0,12,0,26
NDUFA4L2,0,0,0,0,20,24,0,1,6,28,48
AL513550.1,124,82,188,88,243,275,46,79,225,94,423
POLR3F,544,371,685,250,1563,1709,532,711,1119,856,1970
HCFC1,2245,1077,2383,1355,3610,5255,1584,2271,3190,1974,4754
CA5BP1,103,91,93,109,217,271,99,17,141,77,233
COL1A2,1255,512,929,1234,1856,2400,678,874,915,882,3052
AP006623.1,76,18,131,65,226,424,25,52,43,32,108
DOK5,118,55,72,60,166,460,60,40,163,179,538
ELL,588,288,874,336,1496,2715,502,356,1145,884,1431
AARS2,1100,549,1240,652,2132,3219,943,1907,2248,1194,3496
LSM2,2283,1604,2756,1262,4384,5386,1751,3459,4107,2295,6050
PRDM15,305,140,359,259,584,902,221,391,582,348,1000
R3HDM4,1334,797,1741,744,2839,5153,1070,1866,2386,1395,3180
PCARE,0,0,0,0,0,11,3,0,6,2,0
MOB3A,4256,2502,5090,3374,9490,16169,2936,6190,6207,4175,11868
AKIRIN2P1,0,0,0,0,1,0,0,0,0,0,1
GLP1R,0,0,0,0,1,0,0,0,0,0,1
FO393415.1,0,0,0,0,1,0,0,0,0,0,1
RPL19P20,0,0,0,0,1,0,0,0,0,0,1
GOLGA2P1,0,0,0,0,1,0,0,0,0,0,1
AC044810.1,0,0,0,0,1,0,0,0,0,0,1
KNOP1P1,0,0,0,0,1,0,0,0,0,0,1
RPS3AP44,0,0,0,0,1,0,0,0,0,0,1
PSMA3P,0,0,0,0,1,0,0,0,0,0,1
IGHV3-72,0,0,0,0,1,0,0,0,0,0,1
AC025574.1,0,0,0,0,1,2,0,0,0,0,1
ATP6V0E1P3,0,1,0,0,1,0,0,0,0,0,1
PGM5P4,0,0,0,0,1,4,0,0,0,0,1
CWH43,0,0,0,0,1,0,0,2,0,0,1
ASXL3,0,0,0,0,1,2,0,1,0,0,1
IL9RP4,0,0,0,0,1,0,0,1,0,1,1
MICD,0,0,0,0,1,11,0,0,0,0,1
SNRPCP9,0,0,0,2,1,0,0,1,0,0,1
RSL24D1P2,0,2,0,0,1,6,0,0,0,0,1
PCDHB18P,0,0,0,0,1,1,0,4,0,0,1
CSNK1A1P3,0,0,0,1,1,2,0,0,0,3,1
TBL3,976,506,1140,606,1772,2786,834,1137,2020,1247,2817
TMEM185B,2217,885,2431,946,2725,2944,1327,1621,3482,2931,4995
AC126389.1,0,0,0,0,1,1,0,28,0,1,1
CEP89,668,296,856,475,1380,2062,479,918,1108,700,1679
MUSK,0,0,0,8,1,2,0,8,0,0,1
STOML2,2890,1550,3559,1613,5424,8231,2345,3842,5131,2916,6357
AC023509.3,63,38,44,61,74,85,60,92,94,40,124
LAGE3,1656,841,2069,727,2603,3445,1414,2524,3124,1195,2745
SAR1A,5623,2853,6305,2652,10167,11291,4768,6404,11122,7531,16195
AC142472.1,92,42,98,116,157,151,76,92,165,82,245
RPL23AP67,0,0,0,0,6,0,0,0,0,0,10
AC073655.2,10,8,0,10,22,14,14,0,26,10,71
Z84478.1,0,0,0,2,6,0,0,0,0,0,10
AC011595.2,0,0,0,4,6,0,0,0,0,0,10
AC018445.3,0,0,0,4,6,0,0,0,0,0,10
INPP5J,0,0,0,0,6,6,0,2,0,0,10
AL132655.3,0,0,0,0,6,4,0,0,0,2,10
